"id","cnt"
366,-1573.5162190966
367,-2017.83949141391
368,-2171.30292569672
369,-2244.27156451236
370,-1406.06592893401
371,-1306.11383005875
372,-1130.68792645126
373,-1452.33232710926
374,-1988.99549128771
375,-1707.13688347705
376,-2174.53536883192
377,-1739.8937006104
378,-1898.9886954477
379,-1799.0370666487
380,-2086.93277719625
381,-2408.00862690337
382,-2201.70580502198
383,-2006.93518771768
384,-1899.81454889485
385,-1967.94427234645
386,-2624.32191123551
387,-2718.62897775568
388,-2417.67968376544
389,-1783.16951758364
390,-1824.28709598401
391,-1747.10200482516
392,-2049.89474303141
393,-1715.63652147245
394,-1694.23845206236
395,-1636.1734410191
396,-1490.060556189
397,-835.34728375127
398,-1319.7119812278
399,-1162.27025188259
400,-1772.76653190175
401,-1920.52557529525
402,-1428.1371174144
403,-1109.88008832585
404,-1920.72463708572
405,-1439.37674889615
406,-1476.78678093601
407,-3662.93952037355
408,-2391.15253294383
409,-1419.84122048841
410,-1530.55475031485
411,-1358.70963525171
412,-1608.77216749789
413,-1450.67605843033
414,-1321.44589185848
415,-1940.3808632078
416,-1979.09977046696
417,-1699.17529494551
418,-1428.5936768722
419,-958.105721353746
420,-1721.85862483827
421,-1773.51915012
422,-1558.64689384518
423,-1402.70274228938
424,-1229.48185350446
425,-2037.57519263114
426,-505.534865188467
427,-1053.14276206359
428,-872.525354308666
429,-1166.02350884097
430,-1202.23514437016
431,-1113.7624267202
432,-1095.61237342403
433,-958.793767512434
434,-1237.67768063239
435,-898.516488144039
436,-1020.68228795934
437,-506.370706059895
438,-461.773729072212
439,-52.7677844413396
440,-123.240417774306
441,-1047.84338288307
442,-698.758513023625
443,-1098.62479251247
444,-483.783241540012
445,-472.646646146816
446,-436.641378603955
447,-71.1561414814341
448,39.8503319910009
449,-775.550613189535
450,-1271.38822817628
451,-780.36000364855
452,-511.671801896265
453,-551.144991904747
454,-404.288139357591
455,-798.370236392871
456,-1102.65632492092
457,-403.358117543649
458,-160.277179518725
459,499.560543615113
460,391.944935430368
461,214.29613812208
462,-63.6512167433831
463,207.79443554379
464,289.005426984761
465,72.0519615760778
466,-19.7656925545803
467,-519.237017086435
468,-221.101844121739
469,306.206856131344
470,212.510365696067
471,397.945367171064
472,134.937380641774
473,387.146930338768
474,-281.758806510649
475,384.027361216893
476,170.203887174492
477,15.5764913790299
478,-2746.9196483316
479,-1131.99435522806
480,-280.649278934671
481,201.944455572601
482,-304.256078947967
483,-274.782972699634
484,-353.414832246038
485,-102.781917651533
486,-271.431659439304
487,1273.63834084607
488,1128.55137069479
489,1070.30560822056
490,1500.11893768373
491,1232.14451804347
492,821.503508413383
493,767.506173373209
494,681.157764739707
495,725.646851297216
496,829.046289603654
497,1307.0036441964
498,1538.07929402156
499,1180.04092449121
500,764.431596653554
501,998.195480405624
502,1434.95981844204
503,1304.0991279185
504,1395.3451676617
505,1767.11446733512
506,1163.49625679896
507,738.21023869276
508,1046.10596287319
509,1052.41502251185
510,1453.82717419336
511,1575.52625661641
512,1438.27468441571
513,1258.10000692908
514,1035.53419478904
515,1240.43857737098
516,1172.0124283955
517,1673.52932518229
518,1082.96528205258
519,1299.80852295591
520,1305.42283260127
521,1167.22112418243
522,710.794729610205
523,1233.15729156952
524,1464.57499053507
525,1739.16499098767
526,2051.96844670119
527,1840.55515203482
528,1509.06297009861
529,887.140803859653
530,984.253698233806
531,1253.12938623646
532,1446.60261686805
533,1505.22029922407
534,1090.91871528247
535,684.296698739522
536,1385.80131305676
537,1933.05823128691
538,2478.48145876027
539,2211.2832645355
540,2206.22625425525
541,2180.37953121259
542,1806.7209276103
543,1387.67418917236
544,1825.50533729514
545,2373.60589595291
546,2434.24989525915
547,2203.31796924735
548,1619.37591340491
549,1755.13427354493
550,1776.29958229726
551,1124.20403665474
552,1820.51946359644
553,1977.29294026609
554,1867.32023405416
555,1472.75023186218
556,918.498508219779
557,947.238916800147
558,1182.73325190251
559,1435.36086497453
560,1475.61760729026
561,833.055708182725
562,944.708038049455
563,1239.69072678368
564,1704.98594618004
565,1367.52753391438
566,1377.06985606281
567,424.536511531501
568,-1323.32592350463
569,574.098245966467
570,1171.07019911607
571,941.207997061716
572,1276.30325374794
573,960.074731187716
574,1334.93197773434
575,1238.16158554384
576,903.132033074093
577,1041.78038546242
578,848.801926295517
579,1174.54878502699
580,1451.98997958678
581,1050.33527924211
582,1243.26248800751
583,856.592437403752
584,1164.26328391779
585,979.983783933734
586,1035.61356149122
587,1424.66722480107
588,714.567646706607
589,699.579754669247
590,1231.93198207009
591,1406.66023874068
592,1047.53037156564
593,1021.20157215964
594,1441.92611613733
595,2973.80827262261
596,1062.39324767886
597,527.052218507256
598,581.73570283505
599,1000.94556293883
600,990.700517687534
601,1288.91885958931
602,1114.83856816291
603,358.685996605156
604,110.181092631036
605,983.175556797355
606,1002.34323677645
607,1036.07737707867
608,1307.62666550872
609,1329.01546002588
610,1871.96099106342
611,1435.80685346437
612,1196.0226168539
613,1410.48016517431
614,1474.81276176352
615,1371.9665135093
616,1629.65880778161
617,906.006201161885
618,1173.51580190937
619,1158.39471177452
620,1473.19689105732
621,1340.41710482215
622,1592.42491348775
623,1571.38641447353
624,1231.76829952272
625,1267.14763808935
626,907.627999803585
627,400.557660825314
628,902.049613861518
629,1184.70759692228
630,1231.08497987594
631,1105.07917174125
632,1265.67348254648
633,1555.82122894525
634,1221.76695445641
635,1469.2626172394
636,1659.09159857944
637,1439.36790630147
638,1318.14508855854
639,1272.36261749753
640,1276.66943048804
641,-166.779853562941
642,1644.84827234733
643,1705.49355291796
644,1857.53917375285
645,1111.01459586589
646,490.879564933077
647,-23.6951733597615
648,519.103937042774
649,1053.86201091036
650,1142.8502486495
651,913.642919739775
652,1012.23724452677
653,773.239367348282
654,747.667406685133
655,993.290555088302
656,935.588230374027
657,696.36756052412
658,1022.87778930581
659,1238.9261116232
660,947.838326549525
661,1303.10403914446
662,1303.93605028716
663,1502.84154617353
664,956.212144293127
665,911.736128245817
666,639.267822747684
667,-84.2626031422875
668,-1637.43169467714
669,-189.802870075117
670,122.314192904698
671,317.211949062238
672,298.947533841383
673,126.885111693364
674,202.807748914582
675,307.12189398295
676,122.687689745597
677,-315.046963687887
678,309.999077523895
679,393.439806658154
680,661.927591567801
681,414.258697453245
682,145.42185317923
683,-417.238768618791
684,15.8434791826369
685,27.9118937151974
686,370.571276478527
687,234.334053939444
688,-148.974843821967
689,-31.0302619413159
690,116.575681930674
691,227.388340035674
692,50.9273288991943
693,345.2924348911
694,-160.579174618619
695,-115.848615454432
696,361.996099517632
697,-628.031800347823
698,-67.3199273477659
699,102.099659489014
700,135.112405128842
701,-45.3699365431248
702,-218.869100220362
703,676.350191144854
704,511.522333322599
705,277.395721159942
706,166.613405766183
707,-59.6012434491699
708,-41.8707598326729
709,-329.586014587756
710,-95.3819434534785
711,-243.869214982392
712,-129.634355618765
713,267.715772420253
714,69.5680397156057
715,208.328273519911
716,-243.060648739638
717,-71.8017844122129
718,125.941034011747
719,-69.4861750873262
720,-53.7736375192374
721,-1580.44533194045
722,-1502.3312964202
723,-1321.67565686949
724,-1673.27650981659
725,-2089.94574912019
726,-3637.72577660167
727,-1886.05403069171
728,-1471.43021529999
729,-1564.37033434792
730,-1697.54167614733
731,-1638.49544372323
