id,cnt
366,1276.5609545664454
367,587.4826182021777
368,90.06750176792616
369,-324.4815245764212
370,930.5450373556769
371,1158.092786725033
372,1732.224535038985
373,1299.0822189743214
374,276.77553929334977
375,931.1160127749488
376,318.89012007772476
377,954.0888447631322
378,568.0107569726576
379,599.1204980829514
380,274.33336770650135
381,87.52329493511775
382,519.7173995505646
383,600.7737141762318
384,476.46424679204597
385,-32.56769299387565
386,-282.78051807366523
387,-39.56792287092048
388,159.3929164187416
389,1257.442394815808
390,905.4279099578713
391,711.8637393180876
392,737.4264585638094
393,1085.466329766421
394,900.2419184582631
395,708.3732594652529
396,1136.7888312519622
397,1961.1306020698566
398,928.7123902655405
399,1152.1678482962764
400,377.0509825555123
401,275.8845474326138
402,1150.023197801321
403,1395.4627367296039
404,348.9178457612718
405,762.3449545131782
406,434.58108873359015
407,-471.4760190918669
408,-113.56977633449901
409,739.7716968463833
410,508.45533764058814
411,1135.8907205606138
412,831.9670911590392
413,1154.4575712935055
414,1253.4974392886093
415,158.93950215074074
416,468.9292604038685
417,1021.8990875602776
418,1326.5259806455433
419,1669.5766998418148
420,613.1792002008699
421,455.3244648402201
422,1095.9476002432552
423,1121.8363652293915
424,1251.8828370700962
425,436.77189935869046
426,1671.550652810238
427,935.9795893514832
428,1119.8001219551293
429,916.9162961782417
430,581.7376362879957
431,739.6547997359745
432,1300.2737669169546
433,1439.7294866620218
434,454.7786172128365
435,895.4768881220228
436,1163.9414990367259
437,1859.545485653044
438,2095.4560102438136
439,2417.3766146551507
440,2147.1053742456006
441,1041.8494639057355
442,1740.4424197224173
443,1352.816210496039
444,2086.0702625228973
445,2149.129600732244
446,1976.3386310093642
447,2835.336002839159
448,2402.9991912710684
449,1741.0348814139843
450,1222.793902547516
451,1485.4741359673533
452,1729.0678772971214
453,2023.5995421735665
454,1975.2923986172511
455,1129.8072721655503
456,1147.4637672612103
457,1675.396559984515
458,1794.4805138787594
459,2435.878125861736
460,2451.2849290127697
461,1919.2612594375712
462,1858.9166900901637
463,2029.4103159322583
464,2328.141385226567
465,1814.6342062755884
466,1872.5475860551944
467,1585.0051094810474
468,1683.5276729312764
469,2186.2873938024873
470,2253.1969695842504
471,2688.6964142999004
472,2757.3874836024734
473,2632.796090577323
474,1609.6003923984672
475,2455.4853567798464
476,2382.473902820753
477,2598.618650959904
478,335.2859125844477
479,626.6149993648065
480,1660.733426601527
481,2264.3504017790874
482,1850.656872021945
483,1766.4828276484911
484,1365.6692013867018
485,2178.382030012215
486,1458.8360746984758
487,2522.532022890073
488,2745.3292290059617
489,2138.271055302364
490,2857.355270571792
491,2355.574522556103
492,2290.572791260851
493,1811.9780357832212
494,1838.896211978496
495,1876.602166491754
496,1947.9009536202532
497,2547.0034021175393
498,2876.680148044554
499,2774.4536760233805
500,1845.5757219641778
501,2203.7472833821344
502,3226.757219114238
503,2658.1662631950526
