"id","cnt"
366,2863.39044540937
367,2448.93704261855
368,2859.9258232174
369,2225.6491451382
370,3373.8178464254
371,3856.260800442
372,4024.67408440255
373,2907.42516624096
374,2528.4286986339
375,3216.05594877128
376,2916.6238238686
377,3371.1798878725
378,3699.06230755468
379,3134.38595775988
380,2213.55186003372
381,2052.2676238227
382,2933.08900584309
383,3571.48423223495
384,3072.79556201936
385,2982.72927682232
386,2622.59608065539
387,1724.66221817915
388,2397.67583781553
389,3359.91470948115
390,3402.38647311792
391,3441.01737085766
392,3333.78118403393
393,3578.97587668203
394,2820.76597490523
395,3161.30824038785
396,3768.38605507273
397,4190.33603495616
398,3470.83877458269
399,3915.32746451045
400,3005.36239515714
401,2219.70104209865
402,3074.81541777073
403,3668.72758547031
404,2945.99079898261
405,3531.18008657051
406,3359.90227656496
407,2428.71104545913
408,2289.01673110462
409,2969.93391705681
410,3129.72763613098
411,3749.75684452893
412,3382.41423268223
413,3918.97702658311
414,3645.81135904789
415,2329.92588871735
416,2357.65413707089
417,3264.4227700986
418,3883.22567247898
419,4263.19614300416
420,3463.34760087938
421,3719.9066117563
422,2756.8121615979
423,3559.73511821046
424,3768.94510255728
425,3158.84306244041
426,4270.23119087548
427,3581.18876664809
428,3364.64897938219
429,2793.63103789494
430,3056.8155884601
431,3322.03041454366
432,3891.54658973958
433,3978.26441389076
434,3294.41779790798
435,3539.67407705631
436,2867.35082851773
437,3962.48961769452
438,4149.11671867277
439,4538.95996085492
440,4533.68329202558
441,3828.61895265102
442,3604.98321469557
443,2932.28553542161
444,3978.1553356146
445,4183.86312599685
446,3855.78207421764
447,4419.1710089595
448,4023.30383748137
449,3546.62267803094
450,2598.98872920719
451,3825.51631524879
452,3830.9159508822
453,4189.01225488289
454,4257.09302275466
455,3658.75021872746
456,3260.97667959022
457,2794.53123923945
458,3797.95252100609
459,4352.78546741519
460,4381.84024823039
461,4269.66032318526
462,4167.25919511867
463,3862.28123891029
464,3421.13722524863
465,4091.71323386583
466,4073.70611149454
467,3787.28834456205
468,4021.65822914062
469,4406.20192531086
470,3909.91480567688
471,3518.07476313982
472,2796.46071227457
473,4220.54015296361
474,3609.2410073674
475,4470.90817747084
476,4363.92576042956
477,3851.89978124887
478,1973.40531420653
479,2786.86727587057
480,3920.28200702362
481,4359.33589637349
482,3582.91004466164
483,4082.4713746265
484,3304.41667319519
485,3335.77779838023
486,3469.30165034301
487,3589.77683167193
488,4115.2695237789
489,3683.93598712043
490,4227.46805820756
491,3447.62471971015
492,3005.19722169141
493,3302.32014093363
494,3182.2415902835
495,3348.39505119019
496,3939.23372429865
497,4243.19251691729
498,3881.69596366334
499,3315.62501566475
500,3243.88970247629
501,3472.39766392512
502,4202.58608422096
503,4115.65726151344
504,4336.63237623114
505,3978.44293887532
506,3300.75784307548
507,3181.09085231678
508,3559.67166589694
509,3662.26865646134
510,4077.82780986754
511,4152.54972888714
512,3650.89725728314
513,3318.54908832671
514,2691.09745320835
515,3583.70837497306
516,3582.16985098502
517,4110.66086505995
518,3206.15892961351
519,3529.42041335122
520,3336.71265229691
521,3810.61635086338
522,3309.03366346249
523,4223.1065831391
524,4133.74986495566
525,4135.29022321209
526,3633.32699400256
527,3527.642203514
528,3293.09429935573
529,3129.26431397546
530,3596.06605863874
531,3752.83143389943
532,4016.09620576795
533,3580.82655036816
534,3301.295915438
535,3212.96229889664
536,3805.45295998306
537,3848.12667457668
538,3538.51170971517
539,3427.161227204
540,3665.27680894463
541,3665.15468434102
542,3648.08370805027
543,3805.70502448972
544,3815.42044741356
545,3782.86708122903
546,3238.92533150628
547,3534.14195338965
548,2908.21652239303
549,3177.55574260964
550,3143.92843908312
551,1936.79790430242
552,2728.08476438014
553,2715.18657179056
554,2053.69369188167
555,2844.24685546664
556,2757.58925097276
557,2668.06157226462
558,2891.33126816081
559,2910.52894154836
560,2578.19573665284
561,1839.44750016177
562,2744.06290258068
563,2927.62697629211
564,3037.27576288338
565,2830.24759488929
566,2699.85583966687
567,1964.34928357089
568,1374.38693227874
569,2683.1012270229
570,2937.14827586153
571,2758.05651759796
572,3043.18702665134
573,2445.89132618112
574,2575.26964648709
575,2197.75984830722
576,2818.1294107601
577,2928.077881483
578,2803.54696655914
579,2740.59144014674
580,2641.0990073579
581,2015.10713756784
582,1796.50423661285
583,2435.21495066195
584,2766.914402524
585,2579.79703625865
586,2474.84985527966
587,2633.7185610293
588,1949.36668151448
589,1635.34825469705
590,2930.62127124513
591,3061.78943368372
592,2737.42451708662
593,2739.13721476749
594,2818.19605807693
595,3548.31874348422
596,2166.15929128683
597,2591.59939190125
598,2627.18458242321
599,2940.37939212882
600,2870.42676793135
601,2815.4511728075
602,2406.61983590547
603,1547.90227285417
604,2193.90649558556
605,2824.61967410939
606,2775.09330601642
607,2906.90795510245
608,2845.25584587032
609,2538.56211038745
610,1777.04018560507
611,2545.34132146811
612,1673.65961438315
613,2440.49153971827
614,2412.56791990924
615,2071.28068310296
616,2328.2719598594
617,1339.65756464126
618,2487.29992152405
619,2743.65309404248
620,2929.63274374215
621,2736.40497303142
622,2714.49114710228
623,2568.56441934589
624,1902.69987220806
625,2687.16930135782
626,2444.51105513649
627,1954.64160223664
628,2561.1829361125
629,2590.02305790678
630,2431.07474080049
631,1748.02491526046
632,2727.28137633137
633,2956.55878322946
634,2694.29854453272
635,2582.26104513092
636,2311.91822971163
637,2110.0980082259
638,2196.40001457081
639,2753.26080399226
640,2693.96093195581
641,2139.6500638226
642,2414.24877354519
643,2255.45759220815
644,2484.26681613668
645,1961.0852425233
646,2190.89526520856
647,1384.16769118176
648,2106.28650616449
649,2454.56123803248
650,2469.25057128822
651,2236.4386046801
652,2149.69511270507
653,2379.04593227709
654,2473.60388122918
655,2571.58342082828
656,2400.68119192593
657,1933.10645397539
658,1888.19241745737
659,2234.06605759099
660,2562.23064868551
661,2795.66851317929
662,2683.34755563625
663,2680.48381380687
664,2012.98002874597
665,1880.31412764637
666,1686.04304498892
667,1958.8701940715
668,1851.21163995367
669,1673.19644969098
670,1915.55593674742
671,1923.19246291375
672,2010.64766202261
673,1740.60702225785
674,2098.93938472209
675,2298.93823890727
676,2070.88915526653
677,1853.65899416912
678,2255.69781678558
679,2060.50146389046
680,2064.37952823935
681,2294.33907189353
682,1430.20704280466
683,1865.11576658556
684,2028.63636706264
685,1776.36977144291
686,2083.67499870161
687,1820.11036712093
688,1899.57619384434
689,2175.57472272
690,2088.03027480359
691,2183.06687888901
692,1364.60656785204
693,2080.44925858365
694,1793.78249490112
695,1936.18260442506
696,2389.34656428153
697,1587.0971203776
698,2073.46648362273
699,2003.85219283183
700,1984.11514084976
701,1512.68286838695
702,1751.50306005411
703,2329.87609786442
704,2191.89725947155
705,2202.96554032387
706,1896.78707739667
707,1492.01935335762
708,1444.35754853209
709,1686.43813538251
710,1831.32281671978
711,1916.15700412612
712,1863.15007999113
713,2009.12765258849
714,1794.16687339437
715,1719.68265541719
716,1809.23628485797
717,1865.04867777829
718,2080.97118997474
719,1930.36438667261
720,1682.15638479806
721,1435.49939922794
722,964.616734370843
723,1323.82358559512
724,1570.59090005112
725,841.864772229767
726,1002.97782413535
727,1290.1623148085
728,1712.79694497539
729,991.059462486945
730,1141.51770628565
731,1577.43253620078
